Total number of intervals = 161 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616, 50605, 90283, 26273, 48521, 34058, 75648, 19482, 15054, 75754, 5187, 17656, 96343, 36665, 85269, 31525, 61798, 12253, 25710, 79937, 7271, 85861, 91467, 72217, 31080, 76878, 84584, 12492, 57106, 96245, 6791, 90728, 5151, 82969, 42635, 99337, 95192, 69200, 49459, 29055, 64324, 5705, 84816, 23714, 74116, 19948, 44213, 19454, 7190, 47657, 44399, 6481, 5807, 83137, 9580, 37385, 33706, 35204, 50438, 48878, 42682, 27416, 64424, 64364, 5481, 26227, 26586, 86286, 24452, 26832, 29795, 46224)
Average QPS expected = 49274
Timestamp start: 1714498956731
Timestamp end: 1714499759257

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      399.2   489.0   160.7   218.8   232.6   337.0   409.3   459.5   497.6   541.2   588.9   653.0   935.1  7326.9 25172.0  50676.4    50605
read      381.4   363.9   160.7   218.9   232.8   337.6   396.5   430.3   456.4   488.6   532.0   599.6  1097.1  4495.7 12401.3  90283.4    90283
read      517.4   727.5   173.5   223.9   240.8   412.2   513.4   567.3   610.1   676.9   781.9   959.8  2817.8  7850.2 30077.0  26272.4    26273
read      402.1   417.6   160.7   218.0   231.6   340.4   417.7   470.3   509.8   552.9   600.8   667.7  1081.4  5727.0 13220.4  48462.8    48521
read      400.5   418.4   160.7   215.8   228.9   333.6   437.0   490.4   523.0   556.3   590.7   639.3   940.8  5279.6 15675.1  33950.0    34058
read      380.2   392.1   160.7   215.2   228.6   332.5   394.3   431.0   460.2   497.0   545.3   620.9  1068.7  4121.2 16331.1  75626.0    75648
read      574.3  1222.4   160.7   226.8   245.1   429.4   522.0   581.1   630.5   687.5   755.5   875.7  4109.8 16255.4 35768.0  19432.0    19482
read      593.0  1424.8   173.5   231.6   250.6   426.2   517.3   571.6   608.5   649.1   698.5   791.4  6348.8 28232.1 41357.5  15057.0    15054
read      424.4   580.4   148.8   218.7   232.3   348.9   413.6   452.2   482.3   522.3   577.7   682.9  1812.1  6899.4 30559.9  75811.4    75754
read      661.1  2176.2   173.5   243.2   266.5   370.8   411.4   433.6   452.0   471.9   506.8   669.1  8202.8 32501.1 50365.0   5261.4     5187
read      619.3  1496.8   173.5   230.7   250.0   432.9   533.8   596.2   641.8   689.7   747.7   861.7  6763.6 30265.9 37812.5  17585.8    17656
read      420.8   569.8   148.8   220.2   235.9   356.6   419.2   456.5   485.1   521.3   571.8   666.1  1777.2  7622.9 30504.4  96422.8    96343
read      395.8   388.3   160.7   215.4   228.6   332.8   429.4   486.8   522.3   557.1   593.4   642.0   936.6  4649.5 16040.4  36762.8    36665
read      381.2   411.9   160.7   217.3   230.8   336.4   395.6   429.4   455.6   487.8   531.5   600.7  1046.0  5333.8 14896.5  85510.4    85269
read      448.6   522.1   160.7   219.4   233.5   363.1   476.1   528.7   562.7   599.2   654.3   822.8  1509.7  5989.3 28188.0  31549.0    31525
read      396.7   495.5   160.7   218.4   231.8   341.1   407.8   449.9   483.0   524.6   575.3   643.6   939.2  5955.4 29730.1  62070.4    61798
read      600.7  1578.1   173.5   230.4   248.9   416.0   496.7   540.9   571.6   606.1   650.5   741.7  6597.2 30734.2 41679.9  12270.2    12253
