Random waveform, supplied seed
Total number of intervals = 217 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616, 50605, 90283, 26273, 48521, 34058, 75648, 19482, 15054, 75754, 5187, 17656, 96343, 36665, 85269, 31525, 61798, 12253, 25710, 79937, 7271, 85861, 91467, 72217, 31080, 76878, 84584, 12492, 57106, 96245, 6791, 90728, 5151, 82969, 42635, 99337, 95192, 69200, 49459, 29055, 64324, 5705, 84816, 23714, 74116, 19948, 44213, 19454, 7190, 47657, 44399, 6481, 5807, 83137, 9580, 37385, 33706, 35204, 50438, 48878, 42682, 27416, 64424, 64364, 5481, 26227, 26586, 86286, 24452, 26832, 29795, 46224, 84587, 63389, 46953, 90536, 12508, 38491, 97806, 11813, 39665, 53571, 63215, 78767, 8615, 67903, 16398, 53434, 38068, 9130, 69227, 37496, 83925, 51037, 33690, 51474, 73708, 98618, 81977, 91567, 48236, 91726, 52458, 70467, 71151, 65016, 42057, 78821, 60720, 39911, 10628, 73736, 7334, 91868, 76670, 10405, 26019, 55530, 29615, 66057, 55281, 21177, 88239, 70227, 23421, 97104, 6235, 58045)
Average QPS expected = 50547
Timestamp start: 1715277486616
Timestamp end: 1715278352211

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      385.6   407.0   173.5   221.1   238.7   357.3   400.1   424.2   440.7   461.0   488.4   538.3   980.0  5337.9 20585.1   7363.8     7434
read      387.8   290.0   160.7   210.7   224.8   338.1   405.7   448.0   479.0   517.1   568.8   666.4  1248.6  3432.5  8295.0  66901.8    67201
read      371.7   212.7   160.7   210.0   224.1   334.8   398.4   436.8   466.1   501.8   548.3   632.2   891.6  2037.2  6926.9  85960.2    85927
read      377.5   220.9   160.7   209.7   223.3   336.5   405.8   449.2   480.3   516.9   566.4   650.7   964.1  1987.3  8580.1  63957.5    63953
read      380.5   247.9   160.7   213.1   227.3   343.3   418.5   461.3   489.0   519.1   555.7   623.7   836.4  2020.8 10695.8  31504.0    31595
read      365.5   197.0   160.7   210.0   224.1   331.9   392.2   428.2   456.1   490.5   536.3   614.5   853.0  1843.2  6832.9  88114.5    87879
read      385.4   443.3   160.7   222.5   241.2   355.3   397.5   421.3   437.1   459.8   488.7   539.0   993.3  7039.4 22201.0   7222.5     7287
read      388.8   251.2   160.7   210.1   224.0   341.1   408.7   451.5   483.4   521.8   575.4   684.0  1290.0  2378.6  9349.0  62122.5    62295
read      650.7  2242.9   173.5   220.8   241.4   345.8   390.1   416.2   435.0   460.4   496.1   608.9 10473.6 31850.8 42116.7   6505.0     6561
read      421.3   635.4   160.7   215.9   229.9   353.4   428.2   464.7   490.1   519.2   559.4   662.1  1365.1  7917.6 28636.7  22440.2    22532
read      378.8   189.1   160.7   211.8   225.5   342.7   414.4   456.6   487.4   523.8   571.3   650.4   862.0  1684.9  4387.9  60505.5    60653
read      375.0   191.3   160.7   211.3   224.8   341.2   410.0   451.0   481.0   516.1   561.2   636.8   843.8  1548.0  7701.2  59080.2    59076
read      379.6   251.6   160.7   211.1   224.8   342.2   412.0   453.6   484.0   519.8   566.5   642.2   885.2  1895.4  8011.0  60156.8    60154
read      376.8   190.8   160.7   215.2   228.8   346.7   420.5   457.1   481.4   507.9   542.8   603.3   835.1  1459.7  7749.2  22935.0    22964
read      839.2  2807.4   173.5   214.6   233.2   364.0   421.8   453.6   476.6   506.0   549.9  1432.4 14539.1 36271.8 45481.8   8146.2     8172
read      412.6   594.4   160.7   212.5   226.3   342.3   420.1   464.9   495.7   530.6   577.9   679.3  1353.1  7638.5 31639.0  27604.8    27652
read      392.8   241.6   160.7   211.4   225.5   348.2   420.3   466.7   500.5   539.9   591.6   680.5  1157.3  1983.5  7909.3  37859.0    37594
read      386.5   251.1   160.7   213.7   227.1   345.5   423.4   465.2   493.0   523.9   563.2   635.4  1073.3  2201.7 12000.1  24464.0    24367
read      394.7   254.3   160.7   213.1   227.5   350.2   422.0   467.2   500.3   538.3   588.2   676.0  1160.0  2132.8 10473.1  33658.0    33771
read      388.2   341.8   160.7   210.2   224.2   337.0   399.6   438.9   469.4   507.5   561.5   662.7  1473.2  3804.8 12045.0  85031.0    84944
read      410.7   370.5   160.7   214.5   229.3   351.9   419.5   460.8   493.3   534.2   591.0   700.1  1648.0  4463.9  9425.1  85729.5    85666
read      395.4   259.1   160.7   211.3   225.0   350.2   418.9   461.9   495.6   537.1   594.7   701.3  1241.1  2207.3  7636.2  52098.0    51918
read      400.2   330.5   160.7   212.8   227.2   351.3   424.4   470.1   503.5   542.4   592.6   683.1  1202.0  2682.3 12588.3  34345.8    34406
