Random waveform, supplied seed
Total number of intervals = 81 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016)
Average QPS expected = 52097
Timestamp start: 1714594082502
Timestamp end: 1714594887931

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      408.3   564.4   160.7   220.3   238.0   366.8   417.8   445.9   464.7   488.2   517.6   566.6  1337.5  6881.5 25066.4   7393.4     7434
read      441.8   568.0   148.8   203.8   220.2   351.1   431.8   484.1   526.1   577.1   646.7   816.9  1981.2  5739.9 29774.7  67051.3    67201
read      424.4   481.2   137.8   203.6   220.2   346.1   416.8   460.9   496.3   541.6   607.3   764.8  1796.4  6119.9 14770.9  85844.6    85927
read      402.1   407.5   137.8   199.7   214.7   335.7   410.5   459.8   500.4   549.8   613.0   715.9  1554.3  3775.9 20491.6  64013.7    63953
read      465.3   650.6   148.8   202.1   217.5   356.7   479.1   543.5   586.2   638.3   738.0   961.9  1623.9  7760.6 30639.8  31683.7    31595
read      568.2   608.6   148.8   217.3   240.8   406.5   494.9   564.0   630.5   742.1  1356.7  1673.7  2385.8  5863.1 17348.1  87922.5    87879
read      505.2  1395.0   160.7   219.7   237.9   352.2   394.3   419.4   437.5   463.8   502.6   598.7  4724.2 27150.1 36929.9   7297.6     7287
read      414.3   420.2   137.8   201.6   216.9   342.6   420.8   470.2   511.7   561.1   625.2   747.7  1628.7  4459.4 14597.4  62190.0    62295
read      614.5  1998.2   160.7   219.7   238.1   354.0   400.5   428.2   449.6   475.6   520.0   842.3  8277.2 31573.3 37682.1   6623.4     6561
read      494.8   888.0   148.8   203.9   220.0   387.7   493.4   544.2   581.1   630.4   720.9   896.9  2536.2  9990.7 32102.5  22527.0    22532
read      398.7   395.9   148.8   199.4   214.4   336.3   412.4   461.4   502.1   550.7   610.2   699.1  1427.2  4116.2 14278.1  60628.3    60653
read      402.3   365.2   148.8   200.2   215.4   339.3   418.5   469.0   511.4   560.5   619.4   711.2  1406.4  4269.3 11610.0  58940.3    59076
read      402.4   421.6   148.8   200.5   215.4   336.8   412.6   462.1   503.1   552.2   612.7   700.8  1516.2  4445.6 16973.9  60187.5    60154
read      513.3   933.7   148.8   204.3   220.1   386.5   493.2   545.3   584.6   638.8   740.9   940.1  3326.9 11963.1 33843.0  22972.6    22964
read      541.2  1460.7   160.7   218.5   236.2   369.8   423.2   453.6   476.0   507.1   553.8   817.5  4168.3 29651.9 37178.5   8236.0     8172
read      470.0   662.8   148.8   205.7   221.9   369.1   486.0   544.2   582.4   629.8   715.1   917.0  1859.8  6822.1 31515.1  27633.8    27652
read      446.3   427.1   148.8   203.9   219.7   349.0   461.9   531.9   577.4   630.3   709.9   950.6  1550.2  4900.5 13994.6  37633.0    37594
read      451.1   474.0   148.8   205.3   221.6   387.0   490.5   545.1   583.9   630.7   693.4   818.5  1467.1  4660.0 26500.3  24350.2    24367
read      475.8   657.3   148.8   203.2   219.3   365.3   487.7   554.8   601.7   661.4   758.0   959.2  1700.1  8659.6 30726.9  33841.1    33771
read      424.7   466.4   148.8   204.5   221.3   348.0   419.5   463.9   499.6   544.5   609.8   746.2  1796.8  5553.2 14599.0  84769.1    84944
read      411.7   457.2   148.8   204.0   220.6   347.2   418.1   462.0   496.7   540.1   598.8   710.4  1666.1  4825.3 16818.6  85736.0    85666
read      415.5   409.7   148.8   199.8   215.1   341.8   425.6   482.0   527.1   578.2   639.8   764.9  1533.3  4377.2 15052.6  52044.4    51918
read      453.3   500.2   148.8   202.6   218.3   358.2   473.0   539.9   583.8   635.2   716.2   924.1  1595.0  5058.6 20149.4  34368.9    34406
read      450.0   501.7   148.8   203.2   219.1   374.0   483.5   541.9   583.4   634.0   707.1   851.6  1385.0  6200.1 24167.1  28727.2    28664
read      449.6   471.0   148.8   202.5   218.1   348.8   459.0   528.9   576.6   632.4   725.4   971.5  1625.6  5302.3 17015.4  38274.8    38289
read      436.2   305.2   148.8   207.7   225.3   398.7   491.5   545.7   583.7   626.1   675.4   744.9   989.6  2986.3 11147.3  20749.2    20658
read      427.9   602.4   148.8   211.0   228.1   388.5   468.1   511.6   538.5   567.9   601.6   654.0   840.6  7313.6 31464.7  13837.7    13840
read      413.7   545.6   148.8   204.5   221.8   348.6   417.1   459.4   493.1   535.7   592.8   698.1  1594.3  6340.7 27843.5  93217.1    93419
read      415.9   460.1   137.8   207.2   225.7   356.1   424.7   467.5   502.3   545.5   605.8   713.7  1569.5  5977.2 20015.9  98161.1    98284
read      394.0   335.6   137.8   200.3   215.2   334.4   405.5   451.8   488.4   534.7   592.9   689.2  1514.3  3937.0 10126.4  71334.2    71313
read      464.5   538.7   148.8   202.8   218.9   350.3   453.3   526.1   577.9   637.3   746.0   965.9  1794.8  5865.6 21624.2  42182.4    42089
read      447.6   461.8   148.8   202.3   217.9   346.2   438.9   508.3   559.3   616.8   695.9   990.1  1744.0  5580.4 13831.2  46456.5    46458
read      467.4   602.4   148.8   202.9   218.5   356.8   476.7   541.1   583.1   635.1   742.9   985.8  1784.8  6709.6 29076.7  30654.7    30755
read      455.2   555.8   148.8   202.8   218.8   348.4   449.5   520.6   570.6   627.6   720.2   974.5  1677.9  5622.8 28587.1  42904.1    42889
read      414.8   365.9   148.8   209.1   227.7   363.4   436.3   481.0   515.1   558.2   618.9   728.2  1182.0  3976.4 12300.8  93500.8    93552
read      437.1   567.2   148.8   206.2   222.5   356.3   438.4   490.6   531.0   579.8   643.5   771.2  1795.9  6828.9 29896.2  65686.8    65694
read      534.2   826.6   148.8   208.5   225.4   390.0   530.0   610.0   683.4   797.9   937.7  1140.4  2018.8  9381.7 32264.0  29617.3    29574
read      414.8   321.5   148.8   201.0   216.6   341.8   425.2   482.1   528.1   579.8   641.2   777.3  1590.7  3305.5  9923.3  51341.2    51355
read      380.0   291.9   137.8   198.0   212.8   328.5   398.9   443.2   479.7   526.3   583.2   665.6  1251.8  2629.8 12176.8  67443.6    67361
read      477.6   814.2   148.8   206.4   222.6   388.7   466.3   507.8   541.2   588.6   669.5   827.2  2621.4  7054.1 32502.0  16295.5    16287
