Random waveform, supplied seed
Total number of intervals = 167 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616, 50605, 90283, 26273, 48521, 34058, 75648, 19482, 15054, 75754, 5187, 17656, 96343, 36665, 85269, 31525, 61798, 12253, 25710, 79937, 7271, 85861, 91467, 72217, 31080, 76878, 84584, 12492, 57106, 96245, 6791, 90728, 5151, 82969, 42635, 99337, 95192, 69200, 49459, 29055, 64324, 5705, 84816, 23714, 74116, 19948, 44213, 19454, 7190, 47657, 44399, 6481, 5807, 83137, 9580, 37385, 33706, 35204, 50438, 48878, 42682, 27416, 64424, 64364, 5481, 26227, 26586, 86286, 24452, 26832, 29795, 46224, 84587, 63389, 46953, 90536, 12508, 38491, 97806, 11813)
Average QPS expected = 49518
Timestamp start: 1715005721918
Timestamp end: 1715006557515

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      510.8  1141.9   160.7   211.5   228.0   394.9   473.8   516.7   550.2   589.8   647.7   779.8  3110.2 15831.2 32529.8  13982.8    13911
read      422.2   453.3   148.8   205.6   220.0   339.7   424.8   487.8   540.6   599.0   662.2   765.7  1547.3  5313.1 12824.1  50025.0    49984
read      519.4   994.1   160.7   220.2   237.8   391.3   452.6   487.3   513.7   549.3   604.6   921.9  4057.5 10449.0 35474.3   9256.6     9274
read      471.9   722.5   148.8   204.1   219.0   366.5   488.4   552.6   592.0   637.3   714.7   904.9  1772.9  7970.7 35746.0  27147.4    27187
read      489.0   757.4   148.8   209.7   226.0   402.2   504.6   556.9   590.5   633.5   698.8   827.3  2423.9  6455.3 31445.1  18750.2    18735
read      426.9   625.4   148.8   211.0   227.3   355.1   425.4   468.7   503.9   548.6   610.2   714.4  1546.9  7926.2 30803.8  86557.4    86505
read      429.6   603.2   148.8   213.3   230.0   359.0   428.8   472.3   508.4   554.9   620.3   732.2  1564.4  7399.6 30918.4  93326.0    93039
read      416.7   494.3   148.8   207.6   222.8   342.8   415.8   462.6   500.3   548.8   615.9   730.6  1701.5  6043.1 23924.7  75923.0    75999
read      422.4   350.8   148.8   203.4   217.4   345.8   460.8   529.7   573.8   617.3   669.3   782.7  1319.5  3857.8  9959.8  32177.0    32324
read      433.1   523.9   148.8   211.1   227.1   355.9   427.5   471.9   508.2   555.7   623.5   759.9  1743.6  6403.3 23766.6  84473.4    84255
read      423.1   487.4   148.8   209.5   225.1   348.3   420.1   464.9   501.2   548.3   615.2   738.9  1730.6  5606.9 18521.8  81506.6    81759
read      418.1   528.7   148.8   203.1   216.8   338.2   434.4   503.3   553.3   599.5   645.9   717.6  1346.6  6084.1 29725.0  37398.6    37291
read      406.7   381.2   148.8   205.4   219.9   338.4   418.2   473.9   523.1   581.4   639.9   724.6  1332.7  4470.3 10904.8  53748.4    53818
